,Unnamed: 0,Unnamed: 0.1,imdb_title_id,original_title,year,genre,director,actors,avg_vote,cast_size,comb
7784,14765,17519,tt5865326,the laundromat,2019,"Comedy, Crime, Drama",Steven Soderbergh,Gary Oldman Antonio Banderas AJ Meijer Arsenio Castellanos Lucy Morningstar Meryl Streep James Cromwell Jeff Michalski Jane Morris Robert Patrick Chris McLaughlin Jay Paulson Melissa Rauch Juliet Donenfeld Brock Brenner,6.3,15,"Steven Soderbergh Gary Oldman Antonio Banderas AJ Meijer Arsenio Castellanos Lucy Morningstar Meryl Streep James Cromwell Jeff Michalski Jane Morris Robert Patrick Chris McLaughlin Jay Paulson Melissa Rauch Juliet Donenfeld Brock Brenner Comedy, Crime, Drama"
7785,14769,17524,tt5870084,más que hermanos,2017,Drama,Arianne Benedetti,Drew Fuller Valerie Domínguez Robin Duran Maria Conchita Alonso Juana Viale Arianne Benedetti Claudio Gallardou Mike Mendez Jacqueline Breebaart Aquilino Arias Juan Carlos Aveldaño Adrián Benedetti Leopoldo Benedetti Isabel Burgos Yiniva Cardenas,7.9,15,Arianne Benedetti Drew Fuller Valerie Domínguez Robin Duran Maria Conchita Alonso Juana Viale Arianne Benedetti Claudio Gallardou Mike Mendez Jacqueline Breebaart Aquilino Arias Juan Carlos Aveldaño Adrián Benedetti Leopoldo Benedetti Isabel Burgos Yiniva Cardenas Drama
7787,14776,17533,tt5878326,"jesus, bro!",2017,"Comedy, Fantasy",Ryan Mitchelle,David Gobble Fard Muhammad Allison Pregler Rob Walker Doug Walker Malcolm Ray Brad Jones Brian Lewis Zachary La Voy Tamara Chambers Sarah Gobble Aidan Bart Nash Bozard Flynn Hanners Jillian Zurawski,6.7,15,"Ryan Mitchelle David Gobble Fard Muhammad Allison Pregler Rob Walker Doug Walker Malcolm Ray Brad Jones Brian Lewis Zachary La Voy Tamara Chambers Sarah Gobble Aidan Bart Nash Bozard Flynn Hanners Jillian Zurawski Comedy, Fantasy"
7788,14777,17534,tt5879216,slapped! the movie,2018,"Comedy, Fantasy",Alex Magaña,Warren Abbott Jonah Anderson Maureen Andronis David Baker Aimée Binford Mike Brakefield Paul Cosca Ashley Del Valle Danny Diess Josh Dionio Adam Dunlap Jacobi Fisher Alysse Fozmark Erin Hagen Embry Johnson,6.1,15,"Alex Magaña Warren Abbott Jonah Anderson Maureen Andronis David Baker Aimée Binford Mike Brakefield Paul Cosca Ashley Del Valle Danny Diess Josh Dionio Adam Dunlap Jacobi Fisher Alysse Fozmark Erin Hagen Embry Johnson Comedy, Fantasy"
7791,14780,17538,tt5883570,bodied,2017,"Comedy, Drama, Music",Joseph Kahn,Calum Worthy Jackie Long Rory Uphold Jon Park Walter Perez Shoniqua Shandai Charlamagne Tha God Dizaster Debra Wilson Anthony Michael Hall Loaded Lux Hollow Da Don Simon Rex Lisa Maley Eddie Perino,7.1,15,"Joseph Kahn Calum Worthy Jackie Long Rory Uphold Jon Park Walter Perez Shoniqua Shandai Charlamagne Tha God Dizaster Debra Wilson Anthony Michael Hall Loaded Lux Hollow Da Don Simon Rex Lisa Maley Eddie Perino Comedy, Drama, Music"
7792,14781,17539,tt5884052,pokémon: detective pikachu,2019,"Action, Adventure, Comedy",Rob Letterman,Ryan Reynolds Justice Smith Kathryn Newton Bill Nighy Ken Watanabe Chris Geere Suki Waterhouse Josette Simon Alejandro De Mesa Rita Ora Karan Soni Max Fincham Simone Ashley Edward Davis Diplo,6.6,15,"Rob Letterman Ryan Reynolds Justice Smith Kathryn Newton Bill Nighy Ken Watanabe Chris Geere Suki Waterhouse Josette Simon Alejandro De Mesa Rita Ora Karan Soni Max Fincham Simone Ashley Edward Davis Diplo Action, Adventure, Comedy"
7793,14782,17540,tt5884230,brad's status,2017,"Comedy, Drama, Music",Mike White,Ben Stiller Austin Abrams Jenna Fischer Michael Sheen Jemaine Clement Luke Wilson Shazi Raja Luisa Lee Mike White Xavier Grobet Adam Capriolo Felicia Shulman Jane Wheeler Karl Graboshas Jon Bernad,6.5,15,"Mike White Ben Stiller Austin Abrams Jenna Fischer Michael Sheen Jemaine Clement Luke Wilson Shazi Raja Luisa Lee Mike White Xavier Grobet Adam Capriolo Felicia Shulman Jane Wheeler Karl Graboshas Jon Bernad Comedy, Drama, Music"
7795,14791,17550,tt5891122,life and nothing more,2017,Drama,Antonio Méndez Esparza,Andrew Bleechington Regina Williams Robert Williams Ry'nesia Chambers Eric Trombley Kara Fenlon Charles Dodson Dawuan Williams Lawrence Parramore Dwight Brown Mitch Paulsen Samuel C. Carter Kristina Bauer Yulanda Talley Shanelle Freeman,6.5,15,Antonio Méndez Esparza Andrew Bleechington Regina Williams Robert Williams Ry'nesia Chambers Eric Trombley Kara Fenlon Charles Dodson Dawuan Williams Lawrence Parramore Dwight Brown Mitch Paulsen Samuel C. Carter Kristina Bauer Yulanda Talley Shanelle Freeman Drama
7800,14801,17564,tt5903232,temporada de caza,2017,Drama,Natalia Garagiola,Germán Palacios Lautaro Bettoni Boy Olmi Rita Pauls Pilar Benitez Vivart Triana Almada Francisco Argiz Alejandro Aviñon Kevin Aviñon Lucas Battioli Nina Toscano Benitez Malena Browne Franco Bárbaro Iole Carpi Nuria Castañeda,6.3,15,Natalia Garagiola Germán Palacios Lautaro Bettoni Boy Olmi Rita Pauls Pilar Benitez Vivart Triana Almada Francisco Argiz Alejandro Aviñon Kevin Aviñon Lucas Battioli Nina Toscano Benitez Malena Browne Franco Bárbaro Iole Carpi Nuria Castañeda Drama
7801,14802,17566,tt5903926,sprinter,2018,"Drama, Sport",Storm Saulter,Lorraine Toussaint David Alan Grier Bryshere Y. Gray Usain Bolt Nirine S. Brown Shantol Jackson Dale Elliott Natasha Kalimada Kadeem Wilson Jared Michael Jordan Darren Lee Campbell Shak-Quera South Nicole Sacharow Winford Williams Sakina Deer,6.1,15,"Storm Saulter Lorraine Toussaint David Alan Grier Bryshere Y. Gray Usain Bolt Nirine S. Brown Shantol Jackson Dale Elliott Natasha Kalimada Kadeem Wilson Jared Michael Jordan Darren Lee Campbell Shak-Quera South Nicole Sacharow Winford Williams Sakina Deer Drama, Sport"
7802,14804,17570,tt5910344,the house of tomorrow,2017,"Comedy, Drama",Peter Livolsi,Asa Butterfield Alex Wolff Nick Offerman Ellen Burstyn Fred Armisen Maude Apatow Debbie Aderinkomi Emmylou Barden Halle Chambers David Krug Edduar Peralta Carmen Tyra Ramsey Jack Reinhardt Jack Tholen Jaylene Yang,6.2,15,"Peter Livolsi Asa Butterfield Alex Wolff Nick Offerman Ellen Burstyn Fred Armisen Maude Apatow Debbie Aderinkomi Emmylou Barden Halle Chambers David Krug Edduar Peralta Carmen Tyra Ramsey Jack Reinhardt Jack Tholen Jaylene Yang Comedy, Drama"
7803,14805,17572,tt5911546,hongo,2017,Thriller,Jaron Lockridge,Karla Dansereau Michael LaCour Everett Anderson Jeff Haltom Jaron Lockridge Larry Triplett Ricky Wilson Jr. Fatima Gray Hannah Wright Parker Arnold Rachel Newsome Chase Lawson Quincy Robertson Jaci Skoog Ricky Catlett,6.4,15,Jaron Lockridge Karla Dansereau Michael LaCour Everett Anderson Jeff Haltom Jaron Lockridge Larry Triplett Ricky Wilson Jr. Fatima Gray Hannah Wright Parker Arnold Rachel Newsome Chase Lawson Quincy Robertson Jaci Skoog Ricky Catlett Thriller
7804,14807,17577,tt5918734,stadium anthems,2018,"Comedy, Drama, Music",Scott Douglas Brown,Toddy Walters Kayden Kross Jude Moran Christopher Soren Kelly Jordan Leigh Elizabeth Rose Lauren Ashlyn O'Brien Walter Anaruk Allie Escaffi Aeon Cruz Matt Block Ryan Lucy Maya Faith Claridge Gretchen Pleshaw Gretchen Lalik,7.9,15,"Scott Douglas Brown Toddy Walters Kayden Kross Jude Moran Christopher Soren Kelly Jordan Leigh Elizabeth Rose Lauren Ashlyn O'Brien Walter Anaruk Allie Escaffi Aeon Cruz Matt Block Ryan Lucy Maya Faith Claridge Gretchen Pleshaw Gretchen Lalik Comedy, Drama, Music"
7805,14808,17578,tt5918982,possessor,2020,"Horror, Sci-Fi, Thriller",Brandon Cronenberg,Gabrielle Graham Hanneke Talbot Matthew Garlick Daniel Park Andrea Riseborough Jennifer Jason Leigh Hrant Alianak Rachael Crawford Gage Graham-Arbuthnot Rossif Sutherland Kathy Maloney Megan Vincent Danny Waugh Christopher Abbott Tuppence Middleton,6.3,15,"Brandon Cronenberg Gabrielle Graham Hanneke Talbot Matthew Garlick Daniel Park Andrea Riseborough Jennifer Jason Leigh Hrant Alianak Rachael Crawford Gage Graham-Arbuthnot Rossif Sutherland Kathy Maloney Megan Vincent Danny Waugh Christopher Abbott Tuppence Middleton Horror, Sci-Fi, Thriller"
7806,14809,17579,tt5922124,a crooked somebody,2017,"Crime, Drama, Thriller",Trevor White,Joanne Froggatt Amanda Crew Ed Harris Randee Heller Rich Sommer Gillian Vigman Amy Madigan Michael Mosley Clifton Collins Jr. Paul Ben-Victor Audrey Wasilewski Toni Torres Michael Trotter Nicola Lambo Mike Ferguson,6.2,15,"Trevor White Joanne Froggatt Amanda Crew Ed Harris Randee Heller Rich Sommer Gillian Vigman Amy Madigan Michael Mosley Clifton Collins Jr. Paul Ben-Victor Audrey Wasilewski Toni Torres Michael Trotter Nicola Lambo Mike Ferguson Crime, Drama, Thriller"
7809,14814,17586,tt5929754,wildlife,2018,Drama,Paul Dano,Ed Oxenbould Jake Gyllenhaal Carey Mulligan Travis W Bruyer Zoe Margaret Colletti Tom Huston Orr Bill Camp Darryl Cox Ginger Gilmartin Michael Gibbons Mollie Milligan John Walpole J. Alan Davidson Jennifer Rogers Richard L. Olsen,6.8,15,Paul Dano Ed Oxenbould Jake Gyllenhaal Carey Mulligan Travis W Bruyer Zoe Margaret Colletti Tom Huston Orr Bill Camp Darryl Cox Ginger Gilmartin Michael Gibbons Mollie Milligan John Walpole J. Alan Davidson Jennifer Rogers Richard L. Olsen Drama
7810,14819,17592,tt5932728,the professor and the madman,2019,"Biography, Drama",Farhad Safinia,Mel Gibson Sean Penn Eddie Marsan Natalie Dormer Jennifer Ehle Steve Coogan Stephen Dillane Ioan Gruffudd Jeremy Irvine Laurence Fox Anthony Andrews Lars Brygmann Bryan Murray David O'Hara Sean Duggan,7.3,15,"Farhad Safinia Mel Gibson Sean Penn Eddie Marsan Natalie Dormer Jennifer Ehle Steve Coogan Stephen Dillane Ioan Gruffudd Jeremy Irvine Laurence Fox Anthony Andrews Lars Brygmann Bryan Murray David O'Hara Sean Duggan Biography, Drama"
7813,14823,17600,tt5936866,steel country,2018,"Mystery, Thriller",Simon Fellows,Andrew Scott Bronagh Waugh Denise Gough Michael Rose Sandra Ellis Lafferty Christa Beth Campbell Eric Mendenhall Andrew Masset Christian Finlayson Kate Forbes Jason Davis J.D. Evermore Becky Wahlstrom Tom Olson Griff Furst,6.2,15,"Simon Fellows Andrew Scott Bronagh Waugh Denise Gough Michael Rose Sandra Ellis Lafferty Christa Beth Campbell Eric Mendenhall Andrew Masset Christian Finlayson Kate Forbes Jason Davis J.D. Evermore Becky Wahlstrom Tom Olson Griff Furst Mystery, Thriller"
7815,14826,17605,tt5943392,branagh theatre live: romeo and juliet,2016,Romance,"Rob Ashford, Kenneth Branagh",Marisa Berenson Jack Colgrave Hirst Tom Hanson Matthew Hawksley Derek Jacobi Lily James Taylor James Pip Jordan Ansu Kabia Richard Madden Racheal Ofori Nikki Patel Chris Porter Zoe Rainey Michael Rouse,8.1,15,"Rob Ashford, Kenneth Branagh Marisa Berenson Jack Colgrave Hirst Tom Hanson Matthew Hawksley Derek Jacobi Lily James Taylor James Pip Jordan Ansu Kabia Richard Madden Racheal Ofori Nikki Patel Chris Porter Zoe Rainey Michael Rouse Romance"
7816,14829,17609,tt5947582,art show bingo,2017,Romance,Matthew Fine,Lillian Solange Beaudoin James Maslow Ella Lentini Carlo Sciortino Eugenia Gonzales Jesse Pepe John Wilkins III Annesa ann Faticoni Abigail Fedorowicz Zachary Fine Jaxon Folds Jay Gates Ramsey Hanchette Erin Hannon Gene Hansen,6.1,15,Matthew Fine Lillian Solange Beaudoin James Maslow Ella Lentini Carlo Sciortino Eugenia Gonzales Jesse Pepe John Wilkins III Annesa ann Faticoni Abigail Fedorowicz Zachary Fine Jaxon Folds Jay Gates Ramsey Hanchette Erin Hannon Gene Hansen Romance
7817,14830,17612,tt5949226,into the valli,2018,"Drama, Thriller","Pat Bradley, Nick Buscarino",Pat Bradley Nathalie Rock Tia Link Jamie Ragusa Douglas Taurel Michael Wren Gucciardo Ran Levy Brian Alan Dors Hollin Haley Ignacio Borderes Christopher D'Amato Tauríce Artis Sarah Sutliff Eileen Morse Victoria Szel,7.6,15,"Pat Bradley, Nick Buscarino Pat Bradley Nathalie Rock Tia Link Jamie Ragusa Douglas Taurel Michael Wren Gucciardo Ran Levy Brian Alan Dors Hollin Haley Ignacio Borderes Christopher D'Amato Tauríce Artis Sarah Sutliff Eileen Morse Victoria Szel Drama, Thriller"
7818,14832,17615,tt5951832,pretty outrageous,2017,"Comedy, Family",Elizabeth Blake-Thomas,Isabella Blake-Thomas Gabe Eggerling Jaime Adler Evan Blake-Thomas Reed Blake-Thomas Cassie Brennan Jake Brennan Cameron Bright Madison Calder Victoria Charters Ewart Chin Vince Cirino Aislinn Ennis Mark W. Gray Georgia Hair,6.3,15,"Elizabeth Blake-Thomas Isabella Blake-Thomas Gabe Eggerling Jaime Adler Evan Blake-Thomas Reed Blake-Thomas Cassie Brennan Jake Brennan Cameron Bright Madison Calder Victoria Charters Ewart Chin Vince Cirino Aislinn Ennis Mark W. Gray Georgia Hair Comedy, Family"
7821,14837,17621,tt5957544,"fell, jumped or pushed",2016,Comedy,Todd Peters,Priscilla Allen Abbas Arabzadeh Amanda V. Axtell Andre Belgrader Grace Belgrader Jay Boyer Mark Boyett Stephanie Bradley Rudy S. Carter Anthony Cistaro Shirley Conger Bill Connard Jenny Connard Leanne Dechand Matthew M. Gossin,6.1,15,Todd Peters Priscilla Allen Abbas Arabzadeh Amanda V. Axtell Andre Belgrader Grace Belgrader Jay Boyer Mark Boyett Stephanie Bradley Rudy S. Carter Anthony Cistaro Shirley Conger Bill Connard Jenny Connard Leanne Dechand Matthew M. Gossin Comedy
7823,14840,17624,tt5962210,ingrid goes west,2017,"Comedy, Drama",Matt Spicer,Aubrey Plaza Elizabeth Olsen O'Shea Jackson Jr. Wyatt Russell Billy Magnussen Pom Klementieff Hannah Pearl Utt Joseph Breen Angelica Amor Meredith Hagner Charlie Wright Dennis Atlas Malika Williams Luis Deveze Jay Speedy Weingarten,6.6,15,"Matt Spicer Aubrey Plaza Elizabeth Olsen O'Shea Jackson Jr. Wyatt Russell Billy Magnussen Pom Klementieff Hannah Pearl Utt Joseph Breen Angelica Amor Meredith Hagner Charlie Wright Dennis Atlas Malika Williams Luis Deveze Jay Speedy Weingarten Comedy, Drama"
7824,14843,17629,tt5968274,the angel,2018,"Drama, Thriller",Ariel Vromen,Toby Kebbell Marwan Kenzari Hannah Ware Waleed Zuaiter Tsahi Halevi Sasson Gabai Ori Pfeffer Maisa Abd Elhadi Ralitsa Paskaleva Atanas Srebrev Karl Farrer Miki Leon Slimane Dazi Bashar Rahal Oliver Trevena,6.6,15,"Ariel Vromen Toby Kebbell Marwan Kenzari Hannah Ware Waleed Zuaiter Tsahi Halevi Sasson Gabai Ori Pfeffer Maisa Abd Elhadi Ralitsa Paskaleva Atanas Srebrev Karl Farrer Miki Leon Slimane Dazi Bashar Rahal Oliver Trevena Drama, Thriller"
7829,14854,17641,tt5977276,the aftermath,2019,"Drama, Romance, War",James Kent,Keira Knightley Ned Wills Pandora Colin Jason Clarke Anna Katharina Schimrigk Jack Laskey Fionn O'Shea Kate Phillips Martin Compston Alexander Skarsgård Mirco Kuball Rosa Enskat Frederick Preston Flora Thiemann Monika Foris Kvasnicková,6.3,15,"James Kent Keira Knightley Ned Wills Pandora Colin Jason Clarke Anna Katharina Schimrigk Jack Laskey Fionn O'Shea Kate Phillips Martin Compston Alexander Skarsgård Mirco Kuball Rosa Enskat Frederick Preston Flora Thiemann Monika Foris Kvasnicková Drama, Romance, War"
7830,14855,17642,tt5978724,my days of mercy,2017,"Drama, Romance",Tali Shalom-Ezer,Ellen Page Kate Mara Amy Seimetz Charlie Shotwell Elias Koteas Tonya Pinkins Brian Geraghty Denise Dal Vera Buz Davis Beau Knapp Jordan Trovillion Bishop Stevens Lisa DeRoberts Mac Blais Jake Robinson,6.4,15,"Tali Shalom-Ezer Ellen Page Kate Mara Amy Seimetz Charlie Shotwell Elias Koteas Tonya Pinkins Brian Geraghty Denise Dal Vera Buz Davis Beau Knapp Jordan Trovillion Bishop Stevens Lisa DeRoberts Mac Blais Jake Robinson Drama, Romance"
7831,14856,17644,tt5980638,the transcendents,2018,"Music, Mystery, Thriller",Derek Ahonen,Rob Franco Savannah Welch Kathy Valentine William Leroy Ben Reno Cecilia Deacon Paul Sevigny Derek Ahonen Roy Montez Matthew Pilieci Kevin Squires Judy Merrick Melinda Prisco Ann Bates Lindsey Taylor,9.2,15,"Derek Ahonen Rob Franco Savannah Welch Kathy Valentine William Leroy Ben Reno Cecilia Deacon Paul Sevigny Derek Ahonen Roy Montez Matthew Pilieci Kevin Squires Judy Merrick Melinda Prisco Ann Bates Lindsey Taylor Music, Mystery, Thriller"
7832,14857,17645,tt5981304,anchor and hope,2017,"Comedy, Drama, Romance",Carlos Marques-Marcet,Oona Chaplin Natalia Tena Geraldine Chaplin David Verdaguer Becky Bullman Lara Rossi Reginald Philip Simon Bernstein Russel Wynn Enrique Quintero Faith Edwards T'Na Millermartin Trevor White Philip Arditti Tigerlily Gascoyne-Odle,6.3,15,"Carlos Marques-Marcet Oona Chaplin Natalia Tena Geraldine Chaplin David Verdaguer Becky Bullman Lara Rossi Reginald Philip Simon Bernstein Russel Wynn Enrique Quintero Faith Edwards T'Na Millermartin Trevor White Philip Arditti Tigerlily Gascoyne-Odle Comedy, Drama, Romance"
7834,14860,17649,tt5987700,balboa blvd,2019,"Drama, Sport","Kylie Claude, Rody Claude",Ek Harris Adam T Perkins Alex McTavish John Logiacco Topher Hansson Tiffany West Shannon Baff Adrian Brunato Andreas Piechulik Kamarra Cole Pia Moutakis Nelson Kirksey Clara Moutakis Melanie Remen Naomi Crosby,6.6,15,"Kylie Claude, Rody Claude Ek Harris Adam T Perkins Alex McTavish John Logiacco Topher Hansson Tiffany West Shannon Baff Adrian Brunato Andreas Piechulik Kamarra Cole Pia Moutakis Nelson Kirksey Clara Moutakis Melanie Remen Naomi Crosby Drama, Sport"
7835,14861,17650,tt5988216,no postage necessary,2017,"Comedy, Drama",Jeremy Culver,George Blagden Charleene Closshey Robbie Kay Michael Beach Raymond J. Barry Stelio Savante Michelle Moreno Matthew Cornwell Autumn Dial Averi Casselman Charles Closshey Alyssa Corynn Morgen Culver Gareth Dunlop Lowrie Fawley,6.3,15,"Jeremy Culver George Blagden Charleene Closshey Robbie Kay Michael Beach Raymond J. Barry Stelio Savante Michelle Moreno Matthew Cornwell Autumn Dial Averi Casselman Charles Closshey Alyssa Corynn Morgen Culver Gareth Dunlop Lowrie Fawley Comedy, Drama"
7836,14863,17652,tt5989056,black luck,2016,"Action, Crime, Drama","Jason Levering, David M. Weiss",Garrett Sheeks Karrie Bauman Jeff Gamble Jason Levering Jeff Luby Jazmyne VanHouten Konrad Case Jeremy Caniglia Aaron Sailors Justin Milani Crystal Milani Cheri Bloomingdale Craig Hoffman Collin Dunn Royce Kensinger,6.9,15,"Jason Levering, David M. Weiss Garrett Sheeks Karrie Bauman Jeff Gamble Jason Levering Jeff Luby Jazmyne VanHouten Konrad Case Jeremy Caniglia Aaron Sailors Justin Milani Crystal Milani Cheri Bloomingdale Craig Hoffman Collin Dunn Royce Kensinger Action, Crime, Drama"
7837,14864,17653,tt5989218,life itself,2018,"Drama, Romance",Dan Fogelman,Oscar Isaac Olivia Wilde Annette Bening Mandy Patinkin Jean Smart Olivia Cooke Sergio Peris-Mencheta Antonio Banderas Laia Costa Àlex Monner Isabel Durant Lorenza Izzo Samuel L. Jackson Jake Robinson Adrian Marrero,6.8,15,"Dan Fogelman Oscar Isaac Olivia Wilde Annette Bening Mandy Patinkin Jean Smart Olivia Cooke Sergio Peris-Mencheta Antonio Banderas Laia Costa Àlex Monner Isabel Durant Lorenza Izzo Samuel L. Jackson Jake Robinson Adrian Marrero Drama, Romance"
7839,14867,17657,tt5990342,the incredible jessica james,2017,Comedy,Jim Strouse,Jessica Williams Chris O'Dowd LaKeith Stanfield Noël Wells Taliyah Whitaker Will Stephen Zabryna Guevara Eric Loscheider Patricia R. Floyd Evander Duck Jr. Susan Heyward Robert King Anne Carney Dana Jacks Megan Ketch,6.5,15,Jim Strouse Jessica Williams Chris O'Dowd LaKeith Stanfield Noël Wells Taliyah Whitaker Will Stephen Zabryna Guevara Eric Loscheider Patricia R. Floyd Evander Duck Jr. Susan Heyward Robert King Anne Carney Dana Jacks Megan Ketch Comedy
7840,14870,17660,tt5990474,columbus,2017,Drama,Kogonada,John Cho Haley Lu Richardson Parker Posey Michelle Forbes Rory Culkin Erin Allegretti Shani Salyers Stiles Reen Vogel Rosalyn R. Ross Lindsey Shope Jem Cohen Caitlin Ewald Jim Dougherty Joseph Anthony Foronda Alphaeus Green Jr.,7.2,15,Kogonada John Cho Haley Lu Richardson Parker Posey Michelle Forbes Rory Culkin Erin Allegretti Shani Salyers Stiles Reen Vogel Rosalyn R. Ross Lindsey Shope Jem Cohen Caitlin Ewald Jim Dougherty Joseph Anthony Foronda Alphaeus Green Jr. Drama
7841,14873,17663,tt6000478,"roman j. israel, esq.",2017,"Crime, Drama, Thriller",Dan Gilroy,Denzel Washington Colin Farrell Carmen Ejogo Lynda Gravatt Amanda Warren Hugo Armstrong Sam Gilroy Tony Plana DeRon Horton Amari Cheatom Vince Cefalu Tarina Pouncy Nazneen Contractor Niles Fitch Jocelyn Ayanna,6.5,15,"Dan Gilroy Denzel Washington Colin Farrell Carmen Ejogo Lynda Gravatt Amanda Warren Hugo Armstrong Sam Gilroy Tony Plana DeRon Horton Amari Cheatom Vince Cefalu Tarina Pouncy Nazneen Contractor Niles Fitch Jocelyn Ayanna Crime, Drama, Thriller"
7842,14880,17671,tt6012380,ordinary love,2019,"Drama, Romance","Lisa Barros D'Sa, Glenn Leyburn",Lesley Manville Liam Neeson Esh Alladi Melanie Clark Pullen Matthew Sharpe Geraldine McAlinden Mary Lindsay Rose Henderson Stella McCusker Eoin McCafferty Maggie Cronin David Wilmot Amit Shah Vivien Monory Olivia McDermott,6.6,15,"Lisa Barros D'Sa, Glenn Leyburn Lesley Manville Liam Neeson Esh Alladi Melanie Clark Pullen Matthew Sharpe Geraldine McAlinden Mary Lindsay Rose Henderson Stella McCusker Eoin McCafferty Maggie Cronin David Wilmot Amit Shah Vivien Monory Olivia McDermott Drama, Romance"
7843,14881,17672,tt6012446,extracurricular activities,2019,"Comedy, Mystery, Thriller",Jay Lowi,Patrick Fabian Angela Kinsey Colin Ford Darlene Vogel Gary Hudson Timothy Simons Nicholas Cutro Arianna Ortiz Ellie Bamber Chris Warren Christine Ko Paul Iacono Danielle Macdonald Tanner Stine Dileep Rao,6.1,15,"Jay Lowi Patrick Fabian Angela Kinsey Colin Ford Darlene Vogel Gary Hudson Timothy Simons Nicholas Cutro Arianna Ortiz Ellie Bamber Chris Warren Christine Ko Paul Iacono Danielle Macdonald Tanner Stine Dileep Rao Comedy, Mystery, Thriller"
7844,14888,17680,tt6017756,radioactive,2019,"Biography, Drama, Romance",Marjane Satrapi,Rosamund Pike Yvette Feuer Mirjam Novak Ralph Berkin Sam Riley Simon Russell Beale Sian Brooke Faye Bradbrook Drew Jacoby Aneurin Barnard Harriet Turnbull Georgina Rich Elise Alexandre Katherine Parkinson Dóra Köves,6.2,15,"Marjane Satrapi Rosamund Pike Yvette Feuer Mirjam Novak Ralph Berkin Sam Riley Simon Russell Beale Sian Brooke Faye Bradbrook Drew Jacoby Aneurin Barnard Harriet Turnbull Georgina Rich Elise Alexandre Katherine Parkinson Dóra Köves Biography, Drama, Romance"
7845,14891,17684,tt6018306,last flag flying,2017,"Comedy, Drama, War",Richard Linklater,Bryan Cranston Laurence Fishburne Steve Carell J. Quinton Johnson Deanna Reed-Foster Yul Vazquez Graham Wolfe Jeff Monahan Dontez James Tammy Tsai Richard Barlow Cathy O'Dell Jane Mowder Richard Robichaux Jerry Lee Tucker,6.9,15,"Richard Linklater Bryan Cranston Laurence Fishburne Steve Carell J. Quinton Johnson Deanna Reed-Foster Yul Vazquez Graham Wolfe Jeff Monahan Dontez James Tammy Tsai Richard Barlow Cathy O'Dell Jane Mowder Richard Robichaux Jerry Lee Tucker Comedy, Drama, War"
7846,14893,17687,tt6020428,nameja gredzens,2018,"Action, Drama, History",Aigars Grauba,Edvin Endre James Bloor Dainis Grube Gints Andzans Armands Ikalis Ieva Aleksandrova-Eklone James Alexander Maya Arwen Toms Aunins Anele Beke Kaspar Bindeman Christopher Dane Agris Danilevics Aiste Dirziute Egons Dombrovskis,6.2,15,"Aigars Grauba Edvin Endre James Bloor Dainis Grube Gints Andzans Armands Ikalis Ieva Aleksandrova-Eklone James Alexander Maya Arwen Toms Aunins Anele Beke Kaspar Bindeman Christopher Dane Agris Danilevics Aiste Dirziute Egons Dombrovskis Action, Drama, History"
7847,14898,17694,tt6032328,finding steve mcqueen,2019,"Crime, Romance",Mark Steven Johnson,Travis Fimmel Rachael Taylor William Fichtner Forest Whitaker Lily Rabe Jake Weary Rhys Coiro John Finn Louis Lombardi Molly McQueen Ric Reitz Jill Jane Clements Kelly Johns Joy Libardoni Blair Jasin,6.2,15,"Mark Steven Johnson Travis Fimmel Rachael Taylor William Fichtner Forest Whitaker Lily Rabe Jake Weary Rhys Coiro John Finn Louis Lombardi Molly McQueen Ric Reitz Jill Jane Clements Kelly Johns Joy Libardoni Blair Jasin Crime, Romance"
7850,14904,17700,tt6040662,the children act,2017,Drama,Richard Eyre,Jason Watkins Emma Thompson Stanley Tucci Rosie Cavaliero Ben Chaplin Fionn Whitehead Nikki Amuka-Bird Rupert Vansittart Anthony Calf Nicholas Jones Eileen Walsh Andrew Havill Honey Holmes Chris Wilson Paul Jesson,6.7,15,Richard Eyre Jason Watkins Emma Thompson Stanley Tucci Rosie Cavaliero Ben Chaplin Fionn Whitehead Nikki Amuka-Bird Rupert Vansittart Anthony Calf Nicholas Jones Eileen Walsh Andrew Havill Honey Holmes Chris Wilson Paul Jesson Drama
7851,14908,17704,tt6046754,three summers,2017,Comedy,Ben Elton,Robert Sheehan Rebecca Breeds Michael Caton Magda Szubanski Kate Box John Waters Deborah Mailman Caroline Brazier Kelton Pell Nichola Balestri Jacqueline McKenzie Peter Rowsthorn Mahesh Jadu Christiaan Van Vuuren Joseph Pedley,6.3,15,Ben Elton Robert Sheehan Rebecca Breeds Michael Caton Magda Szubanski Kate Box John Waters Deborah Mailman Caroline Brazier Kelton Pell Nichola Balestri Jacqueline McKenzie Peter Rowsthorn Mahesh Jadu Christiaan Van Vuuren Joseph Pedley Comedy
7852,14909,17705,tt6048582,the falls: covenant of grace,2016,"Drama, Romance",Jon Garcia,Nick Ferrucci Benjamin Farmer Curtis Edward Jackson Bruce Jennings Harold Phillips Malaya Garza Rebecca Karpovsky Sergio Alas Alan Alexander III Paul Avallone Nancy Batchelor Martin Bannon Beaudet Dave Benjamin Jasmin Bisiau Carol Boehm,6.9,15,"Jon Garcia Nick Ferrucci Benjamin Farmer Curtis Edward Jackson Bruce Jennings Harold Phillips Malaya Garza Rebecca Karpovsky Sergio Alas Alan Alexander III Paul Avallone Nancy Batchelor Martin Bannon Beaudet Dave Benjamin Jasmin Bisiau Carol Boehm Drama, Romance"
